scientific_name,author,gbif_id,plantnet_id,powo_id,iucn_category,common_names
Siparuna ficoides,S.S.Renner & Hausner,3782791,1689852,null,,
Siparuna glycycarpa,(Ducke) S.S.Renner & Hausner,3782502,1734110,null,LC,
Siparuna guianensis,Aubl.,7264535,1402425,null,LC,ఖతీజా; Khadeeja (خديجة‎); खादीजा
Siparuna pachyantha,A.C.Sm.,3782448,1406954,null,LC,
Siparuna poeppigii,(Tul.) A.DC.,3782128,1407428,null,LC,
Siparuna reginae,(Tul.) A.DC.,3783050,1689882,null,,
Sloanea caribaea,Krug & Urb. ex Duss,5651017,1410043,null,,
Sloanea durissima,Spruce ex Benth.,5651320,1537550,null,LC,
Sloanea echinocarpa,Uittien,5651314,1405107,null,LC,Prickledfruit Burrwood
Sloanea fendleriana,Benth.,5651270,1831170,null,LC,
Sloanea floribunda,Spruce ex Benth.,5651261,1537554,null,LC,
Sloanea froesii,Earle Sm.,5651239,1537556,null,VU,
Sloanea garckeana,K.Schum.,5651230,1401605,null,LC,
Sloanea granulosa,Ducke,5651200,1537560,null,,
Sloanea guianensis,(Aubl.) Benth.,7291059,1401607,null,LC,
Sloanea latifolia,(Rich.) K.Schum.,5651129,1401608,null,LC,
Sloanea laurifolia,(Benth.) Benth.,5651127,1405676,null,LC,
Sloanea nitida,G.Don,5651009,1734002,null,,
Sloanea pseudoverticillata,Boeira,7539829,1735286,null,DD,
Sloanea rufa,Planch. ex Benth.,5651195,1401614,null,LC,
Sloanea schomburgkii,Spruce ex Benth.,5651186,1537599,null,LC,
Sloanea sinemariensis,Aubl.,7467979,1401617,null,LC,
Sloanea synandra,Spruce ex Benth.,5651143,1401618,null,LC,
Sloanea terniflora,(Moc. & Sessé ex DC.) Standl.,5651141,1401620,null,LC,
Socratea exorrhiza,(Mart.) H.Wendl.,2732453,1404244,null,LC,Walking tree
Sohnreyia excelsa,K.Krause,3837800,1734108,null,,
Solanum caavurana,Vell.,2929091,1691479,null,LC,
Solanum crinitum,Lam.,2932686,1403587,null,LC,
Solanum leucocarpon,Dunal,2930406,1403590,null,LC,
Solanum oppositifolium,Ruiz & Pav.,2931919,1406980,null,LC,
Solanum paniculatum,L.,2932547,1692009,null,LC,
Solanum rugosum,Dunal,2929481,1377953,null,LC,Tabacon-Aspero
Solanum schlechtendalianum,Walp.,2932884,1403597,null,LC,Riedle's nightshade
Solanum sessile,Ruiz & Pav.,2930479,1405227,null,LC,
Solanum subinerme,Jacq.,2932599,1403599,null,LC,
Solanum thelopodium,Sendtn.,2931531,1692257,null,LC,
Solanum tricuspidatum,Rich. ex Dunal,2931750,1406184,null,LC,
Sorocea duckei,W.C.Burger,3762996,1725994,null,LC,
Sorocea muriculata,Miq.,7262387,1402476,null,LC,
Sorocea pubivena,Hemsl.,7262377,1404526,null,LC,
Sparattosperma leucanthum,(Vell.) K.Schum.,9041834,1476908,null,LC,
Spathodea campanulata,P.Beauv.,3172574,1389151,null,LC,"African Tulip Tree; Nandi Flame; African Tuliptree; African Flame Tree; Kibobackasi; South African Tulip Tree; Tulipn africano; Fireball; Fountain tree; Flame of the forest; Flame-of-the-forest; Flametree; Tuliptree; Nandi flame tree; Fire tree; Tulipan; Neeti Budda (నీటి బుడ్డ), Gonuganta (గోనుగంట); لاله آفریقایی; Aakash Shewaga"
Sphinctanthus maculatus,Spruce ex K.Schum.,2893764,1405415,null,LC,
Sphinctanthus striiflorus,(DC.) Hook.f. ex K.Schum.,2893767,1680863,null,,
Spiranthera guianensis,Sandwith,5594692,1403440,null,LC,
Spiranthera parviflora,Sandwith,5594672,1406128,null,LC,Mamuri bali
Spondias mombin,L.,3190593,1385579,null,LC,Yellow mombin; Jamaica-plum; Hog-plum; Ashanti plum; Gully plum; Java plum; Spanish Plum; Yellow Plum; Quill Plum; Hog-plum tree; Golden apple; Imbu; Jobo; Ubos; Oba; Ginkara (Igbo Name)
Spondias purpurea,L.,3190598,1385598,null,LC,Purple mombin; Red mombin; Spanish-plum; Hog-plum; Jamaica Plum; Red Plum; Spanish plum tree; Jocote; Ovo; Scarlet plum
Spongiosperma longilobum,(Markgr.) Zarucchi,3621807,1462927,null,EN,
Spongiosperma macrophyllum,(Müll.Arg.) Zarucchi,3621789,1462928,null,LC,
Stachyarrhena acuminata,Standl.,2907628,1400342,null,,
Stachyarrhena penduliflora,K.Schum.,2907621,1407420,null,LC,
Stachyarrhena spicata,Hook.f.,2907623,1680916,null,LC,
Staminodianthus duckei,(Yakovlev) D.B.O.S.Cardoso & H.C.Lima,7549483,1726618,null,LC,
Staminodianthus rosae,(H.C.Lima) D.B.O.S.Cardoso & H.C.Lima,8227310,1735333,null,VU,
Sterculia apeibophylla,Ducke,7745281,1595659,null,,
Sterculia apetala,(Jacq.) H.Karst.,5406679,1419450,null,LC,Panama Tree; Forest zapote; French peanut
Sterculia duckei,E.L.Taylor ex J.A.C.Silva & M.F.Silva,8401002,1733941,null,,
Sterculia excelsa,Mart.,5546942,1403610,null,LC,
Sterculia frondosa,Rich.,8394990,1595672,null,LC,
Sterculia pruriens,(Aubl.) K.Schum.,6029413,1595701,null,LC,Grand mahot
Sterigmapetalum obovatum,Kuhlm.,3874166,1666221,null,LC,
Sterigmapetalum plumbeum,Aymard & Cuello,8779528,1734109,null,DD,
Strychnos glabra,Sagot ex Progel,5645912,1401985,null,LC,
Strychnos jobertiana,Baill.,5645742,1404191,null,LC,
Strychnos mattogrossensis,S.Moore,7289343,1589847,null,LC,
Strychnos poeppigii,Progel,5645757,1589863,null,,
Strychnos rondeletioides,Spruce ex Benth.,5645583,1589871,null,LC,
Stryphnodendron guianense,(Aubl.) Benth.,2951742,1402418,null,LC,
Stryphnodendron microstachyum,Poepp.,2951716,1586683,null,LC,
Stryphnodendron pulcherrimum,(Willd.) Hochr.,2951702,1405127,null,LC,
Stryphnodendron roseiflorum,(Ducke) Ducke,3795674,1586693,null,,
Stylogyne atra,Mez,3722199,1661547,null,LC,
Stylogyne orinocensis,(Kunth) Mez,3721804,1400243,null,LC,
Styrax bicolor,Ducke,5541366,1692647,null,LC,
Styrax guyanensis,A.DC.,5541247,1692670,null,LC,
Styrax pohlii,A.DC.,7319972,1407579,null,LC,
Styrax sieberi,Perkins,5541393,1400443,null,LC,
Swartzia anomala,R.S.Cowan,5351974,1404177,null,,
Swartzia arborescens,(Aubl.) Pittier,5352087,1400664,null,LC,
Swartzia argentea,Spruce ex Benth.,5351985,1725973,null,LC,
Swartzia auriculata,Poepp.,5351932,1586810,null,LC,
Swartzia benthamiana,Miq.,5351848,1400667,null,LC,
Swartzia brachyrhachis,Harms,7278437,1733403,null,,
Swartzia cardiosperma,Spruce ex Benth.,5352042,1725975,null,LC,
Swartzia caudata,R.S.Cowan,5351869,1725417,null,,
Swartzia corrugata,Benth.,5351906,1586824,null,LC,
Swartzia cuspidata,Spruce ex Benth.,5352102,1400668,null,LC,
Swartzia duckei,Huber,5351947,1586835,null,NT,
Swartzia grandifolia,Bong. ex Benth.,5351871,1400672,null,LC,
Swartzia ingifolia,Ducke,5616846,1586860,null,LC,
Swartzia laevicarpa,Amshoff,5352099,1400683,null,LC,
Swartzia lamellata,Ducke,5351920,1404184,null,VU,
Swartzia laurifolia,Benth.,5352085,1400688,null,LC,
Swartzia laxiflora,Bong. ex Benth.,5351981,1734098,null,,
Swartzia longistipitata,Ducke,5351977,1586878,null,LC,
Swartzia lucida,R.S.Cowan,5351940,1733404,null,LC,
Swartzia macrocarpa,Spruce ex Benth.,5351948,1734099,null,LC,
Swartzia manausensis,Torke,5630319,1586886,null,LC,
Swartzia oblanceolata,Sandwith,5351941,1400705,null,LC,
Swartzia panacoco,(Aubl.) R.S.Cowan,5352021,1400708,null,LC,
Swartzia polyphylla,DC.,5351880,1400713,null,LC,
Swartzia recurva,Poepp.,5352080,1586924,null,LC,
Swartzia reticulata,Ducke,5351935,1403835,null,,
Swartzia schomburgkii,Benth.,5352119,1400720,null,LC,
Swartzia sericea,Vogel,5352075,1400722,null,LC,
Swartzia tessmannii,Harms,5352072,1586937,null,LC,
Swartzia tomentifera,(Ducke) Ducke,5351993,1586939,null,LC,
Swartzia ulei,Harms,5352106,1586944,null,LC,
Swartzia vaupesiana,R.S.Cowan,5351944,1725413,null,LC,
Swartzia velutina,Spruce ex Benth.,5352067,1734101,null,,
Swietenia macrophylla,King,3190484,1366098,null,EN,Honduran mahogany; Mahogany; Big Leaf Mahogany; Brazilian Mahogany; Honduras Mahogany; Large-leaved Mahogany; Bigleaf Mahogany; Broad-leaved mahogany; Acajou; Aguano; Bi
Syagrus inajai,(Spruce) Becc.,5293904,1403576,null,LC,Pupunha palm
Symmeria paniculata,Benth.,7291273,1377017,null,LC,
Symphonia globulifera,L.f.,8185162,1401203,null,LC,Boarwood; Hog doctor; Hog gum tree
Syzygium cumini,(L.) Skeels,3183840,1382778,null,LC,जामुन; Jaman; Jamun; Java plum; Jambolan; Rose-apple; Malabar-plum; Portuguese-plum; Jambolan-Plum; Dhuwâ'; Juwet; Black Plum; Black plum tree; Indian blackberry; Java plumtree; Kalojam; Jambolian; Jambul; Kavika ni India; అల్లనేరేడు; কালোজাম; जांभूळ (Marathi language); Duhat; Jamblang; ഞാവൽ; Belizean Blackberry; Nqozi; Koelidruif; ನೇರಳೆ - Nerale (KN); Jambulang; Rotra; नेपाली  नाम =जम्मु; Lumboy; Jamblon
Tabebuia insignis,(Miq.) Sandwith,7298607,1407198,null,NT,
Tabernaemontana angulata,Mart. ex Müll.Arg.,3619032,1463034,null,LC,
Tabernaemontana coriacea,Link ex Roem. & Schult.,3618130,1463048,null,LC,
Tabernaemontana cumata,Leeuwenb.,3618031,1463051,null,EN,
Tabernaemontana flavicans,Roem. & Schult.,3617449,1722975,null,LC,
Tabernaemontana grandiflora,Jacq.,3617234,1463062,null,LC,
Tabernaemontana heterophylla,Vahl,8036286,1463065,null,LC,
Tabernaemontana linkii,A.DC.,3616434,1463071,null,LC,
Tabernaemontana macrocalyx,Müll.Arg.,3616223,1463073,null,LC,
Tabernaemontana markgrafiana,J.F.Macbr.,3616123,1463074,null,LC,
Tabernaemontana maxima,Markgr.,3616083,1463075,null,LC,
Tabernaemontana muricata,Link ex Roem. & Schult.,3615806,1463077,null,LC,
Tabernaemontana rupicola,Benth.,7316557,1463089,null,LC,
Tabernaemontana siphilitica,(L.f.) Leeuwenb.,3621931,1463096,null,LC,
Tabernaemontana undulata,Vahl,3621389,1463103,null,LC,
Tachia grandiflora,Maguire & Weaver,7269905,1407330,null,LC,
Tachia grandifolia,Maguire & Weaver,7269898,1550047,null,,
Tachia guianensis,Aubl.,5595153,1401783,null,,
Tachigali alba,Ducke,2945162,1733217,null,,
Tachigali amplifolia,(Ducke) Barneby,3932375,1406553,null,,
Tachigali argyrophylla,Ducke,2945134,1586973,null,DD,
Tachigali barnebyi,van der Werff,8171319,1586974,null,,
Tachigali cavipes,(Spruce ex Benth.) J.F.Macbr.,2945140,1725260,null,LC,
Tachigali chrysophylla,(Poepp.) Zarucchi & Herend.,3969491,1586982,null,LC,San Francisco Negro; Guamo Colorado
Tachigali eriopetala,(Ducke) L.F.Gomes da Silva & H.C.Lima,3932335,1734175,null,,
Tachigali glauca,Tul.,3969458,1586995,null,,
Tachigali goeldiana,(Huber) L.F.Gomes da Silva & H.C.Lima,3932319,1734177,null,LC,
Tachigali guianensis,(Benth.) Zarucchi & Herend.,7395119,1586998,null,,
Tachigali hypoleuca,(Benth.) Zarucchi & Herend.,7895123,1586999,null,,
Tachigali melanocarpa,(Ducke) van der Werff,4929021,1400930,null,LC,
Tachigali melinonii,(Harms) Zarucchi & Herend.,3932285,1406555,null,,
Tachigali micropetala,(Ducke) Zarucchi & Pipoly,3932278,1400371,null,,
Tachigali paniculata,Aubl.,2945147,1400734,null,LC,
Tachigali paraensis,(Huber) Barneby,3932247,1587008,null,LC,
Tachigali physophora,(Huber) Zarucchi & Herend.,3932235,1587011,null,LC,
Tachigali plumbea,Ducke,2945143,1587014,null,,
Tachigali rigida,Ducke,2945128,1587021,null,LC,
Tachigali setifera,(Ducke) Zarucchi & Herend.,3932197,1587026,null,,
Tachigali tinctoria,(Benth.) Zarucchi & Herend.,7386442,1587030,null,,
Tachigali venusta,Dwyer,2945173,1587035,null,,
Tachigali vulgaris,L.F.Gomes da Silva & H.C.Lima,3932173,1734182,null,LC,
Talisia acutifolia,Radlk.,3783870,1686472,null,LC,
Talisia cerasina,(Benth.) Radlk.,3788434,1718029,null,LC,
Talisia clathrata,Radlk.,7265178,1406145,null,LC,
Talisia coriacea,Radlk.,3788407,1686478,null,,
Talisia cupularis,Radlk.,3788395,1406675,null,LC,
Talisia dasyclada,Radlk.,3788391,1686480,null,,
Talisia esculenta,"(A.St.-Hil., A.Juss. & Cambess.) Radlk.",3788345,1733507,null,,
Talisia firma,Radlk.,3788330,1686484,null,LC,
Talisia ghilleana,Acev.-Rodr.,3788308,1686486,null,EN,
Talisia guianensis,Aubl.,3788274,1403465,null,,
Talisia japurensis,(C.DC.) Radlk.,3788207,1725505,null,LC,
Talisia macrophylla,(Mart.) Radlk.,3788166,1403468,null,LC,
Talisia microphylla,Uittien,3788125,1406147,null,,
Talisia mollis,Cambess.,7265147,1733506,null,LC,
Talisia obovata,A.C.Sm.,3788068,1686495,null,,
Talisia pachycarpa,Radlk.,3788058,1686497,null,,
Talisia parviflora,Acev.-Rodr.,3788043,1686498,null,VU,
Talisia praealta,Radlk.,3788003,1686501,null,LC,
Talisia veraluciana,Guarim,9169672,1686508,null,LC,
Tapirira guianensis,Aubl.,7321555,1400712,null,LC,Pau pombo
Tapirira obtusa,(Benth.) J.D.Mitch.,3659992,1405502,null,LC,
Tapirira retusa,Ducke,3659893,1454519,null,LC,
Tapura amazonica,Poepp.,7309881,1535379,null,LC,
Tapura coriacea,J.F.Macbr.,4195662,1725216,null,LC,
Tapura guianensis,Aubl.,4196016,1401571,null,LC,
Tapura lanceolata,(Ducke) Rizzini,4195929,1535391,null,LC,
Taralea oppositifolia,Aubl.,2952855,1402884,null,LC,Tonka; English tonka; English tonka-bean; Opposite Taralea
Terminalia amazonia,(J.F.Gmel.) Exell,3699754,1401261,null,LC,White-olive
Terminalia aubletii,Gere & Boatwr.,9300243,1735585,null,,
Terminalia catappa,L.,3189394,1376792,null,LC,Tropical almond; Indian-almond; Beach Almond; Almond Tree; Talisay (tagalog); Badam; बादाम; Country-almond; Malabar-almond; Sea-almond; Alman Tree; Almond; India Almond; False kamani; West Indian almond; Myrobolan; Olive-bark tree; Barbados almond; Bengal almond; Pacific almond; Bastard Almond; Kamani; Myrobalan; Troipical almond; Singapore almond; Keutapang; బాదం; Terminalia chebula; لوز; Manggo; बदाम; Cây bàng; Castanets
Terminalia congesta,(Ducke) Gere & Boatwr.,9578164,1726779,null,,
Terminalia corrugata,(Ducke) Gere & Boatwr.,9575950,1735583,null,,
Terminalia duckei,Gere & Boatwr.,9246280,1735582,null,,
Terminalia fanshawei,(Exell & Maguire) Gere & Boatwr.,9408527,1735577,null,,
Terminalia grandis,(Ducke) Gere & Boatwr.,9392612,1735581,null,,
Terminalia macrophylla,(Spruce ex Eichler) Gere & Boatwr.,9578576,1726778,null,LC,
Terminalia ochroprumna,(Eichler) Gere & Boatwr.,9357923,1735578,null,,
Terminalia oxycarpa,Mart.,3699032,1733195,null,LC,
Terminalia parvifolia,(Ducke) Gere & Boatwr.,9428917,1726776,null,LC,
Terminalia suaveolens,(Eichler) Gere & Boatwr.,9312547,1735587,null,,
Terminalia viridiflora,(Ducke) Gere & Boatwr.,9595924,1726780,null,LC,
Ternstroemia candolleana,Wawra,7313759,1640970,null,LC,
Ternstroemia delicatula,Choisy,3591977,1405566,null,,
Ternstroemia dentata,(Aubl.) Sw.,7314028,1404803,null,,
Ternstroemia krukoffiana,Kobuski,3591403,1733555,null,DD,
Ternstroemia pungens,Gleason,3590639,1641022,null,,
Ternstroemia subcaudata,Kobuski,3590334,1733554,null,DD,
Ternstroemia urophora,Kobuski,3590210,1641036,null,LC,
Tetrameranthus duckei,R.E.Fr.,3156237,1456077,null,LC,
Tetrameranthus laomae,D.R.Simpson,3156235,1725241,null,LC,
Theobroma bicolor,Bonpl.,3152209,1714954,null,LC,Theobroma; Macambo tree; Peruvian cacao; Tiger cocoa; Bacao; Nicaraguan cocoa
Theobroma cacao,L.,3152205,1377980,null,,Cocoa; Cacao; Chocolate Tree; Common cacao; Common cocoa; Cacao tree; Chocolate; Cokelat; Coklat; Jackfruit
Theobroma grandiflorum,(Willd. ex Spreng.) K.Schum.,3152208,1419453,null,LC,Theobroma; Cupuassu
Theobroma obovatum,Klotzsch ex Bernoulli,3669335,1405481,null,LC,
Theobroma speciosum,Willd. ex Spreng.,7657303,1595782,null,,Ornamental Theobroma; Showy Theobroma; Ornamental Cacao; Showy Cacao
Theobroma subincanum,Mart.,4939555,1403615,null,LC,
Theobroma sylvestre,Aubl. ex Mart.,4939552,1733547,null,,
Thyrsodium spruceanum,Benth.,3659586,1403797,null,LC,
Tibouchina aspera,Aubl.,3864198,1402290,null,LC,
Ticorea tubiflora,(A.C.Sm.) Gereau,3835658,1733509,null,LC,
Tocoyena foetida,Poepp.,2898283,1681409,null,,
Tocoyena guianensis,K.Schum.,2898228,1403431,null,,
Tontelea attenuata,Miers,5580096,1401856,null,LC,
Tontelea emarginata,A.C.Sm.,5580005,1725258,null,LC,
Tontelea mauritioides,(A.C.Sm.) A.C.Sm.,5579900,1494877,null,LC,
Tontelea passiflora,(Vell.) Lombardi,7946419,1494882,null,LC,
Toulicia guianensis,Aubl.,3786342,1403476,null,LC,
Toulicia petiolulata,Radlk.,3786306,1686553,null,,
Toulicia pulvinata,Radlk.,3786299,1686554,null,LC,
Toulicia reticulata,Radlk.,3786285,1686555,null,LC,
Touroulia guianensis,Aubl.,3986501,1403229,null,LC,
Tovomita amazonica,Poepp. & Endl. ex Walp.,3711883,1496589,null,LC,
Tovomita caloneura,A.C.Sm.,3711779,1733185,null,LC,
Tovomita calophyllophylla,García-Villacorta & Hammel,3711775,1496593,null,VU,
Tovomita choisyana,Planch. & Triana,3711736,1401209,null,LC,
Tovomita fanshawei,Maguire,3711625,1496602,null,DD,
Tovomita foldatsii,Cuello,8923138,1496603,null,LC,
Tovomita fructipendula,(Ruiz & Pav.) Cambess.,3711570,1725213,null,LC,
Tovomita gracilipes,Planch. & Triana,3711480,1407190,null,LC,
Tovomita grata,Sandwith,3711451,1403851,null,LC,
Tovomita hopkinsii,Bittrich & L.Marinho,8875594,1735576,null,DD,
Tovomita laurina,Planch. & Triana,3711362,1496607,null,LC,
Tovomita macrophylla,(Poepp.) Walp.,8270408,1496609,null,LC,
Tovomita mangle,G.Mariz,3711248,1733180,null,LC,
Tovomita schomburgkii,Planch. & Triana,3710989,1404957,null,LC,
Tovomita secunda,Poepp. ex Planch. & Triana,3710978,1401210,null,LC,
Tovomita speciosa,Ducke,3710957,1496620,null,LC,
Tovomita spruceana,Planch. & Triana,7329875,1406256,null,LC,
Tovomita stergiosii,Cuello,3710908,1496621,null,LC,
Tovomita tenuiflora,Benth. ex Planch. & Triana,3710881,1496623,null,DD,
Tovomita umbellata,Benth.,3710848,1406029,null,LC,
Tovomita volkeri,L.Marinho,9178018,1735592,null,LC,
Trattinnickia boliviana,(Swart) Daly,3992670,1400373,null,LC,
Trattinnickia burserifolia,Mart.,7286746,1407710,null,LC,
Trattinnickia dalyana,M.F.F.Melo & J.U.Santos,11732534,1841505,null,,
Trattinnickia glaziovii,Swart,3992504,1403883,null,LC,
Trattinnickia lancifolia,(Cuatrec.) Daly,3992462,1725214,null,LC,
Trattinnickia peruviana,Loes.,3994303,1486265,null,LC,
Trattinnickia rhoifolia,Willd.,7286794,1407714,null,LC,
Trattinnickia zickeliana,M.F.F.Melo & Daly,11509798,1841504,null,,
Trema micranthum,(L.) Blume,2984501,1725526,null,LC,Florida trema; Jamaican Nettletree; Capulin; Jamaican nettle tree
Trichilia areolata,T.D.Penn.,3851966,1733517,null,VU,
Trichilia cipo,(A.Juss.) C.DC.,3851379,1402312,null,LC,
Trichilia euneura,C.DC.,3850854,1402313,null,LC,
Trichilia lecointei,Ducke,3849831,1600809,null,LR/cd,
Trichilia martiana,C.DC.,3849592,1402314,null,LC,
Trichilia mazanensis,J.F.Macbr.,3852959,1600812,null,LC,
Trichilia micrantha,Benth.,3852930,1402316,null,LC,
Trichilia micropetala,T.D.Penn.,3852893,1402317,null,VU,
Trichilia pallida,Sw.,3190491,1402318,null,LC,Gaita
Trichilia pleeana,(A.Juss.) C.DC.,3852019,1404979,null,LC,
Trichilia poeppigii,C.DC.,7271459,1725510,null,LC,
Trichilia rubra,C.DC.,3851449,1405158,null,LC,
Trichilia schomburgkii,C.DC.,7271374,1402320,null,LC,
Trichilia septentrionalis,C.DC.,3851153,1402321,null,LC,
Trichilia singularis,C.DC.,7271364,1600831,null,LC,
Trichilia solitudinis,Harms,3850994,1600832,null,VU,
Trichostigma octandrum,(L.) H.Walter,5383980,1410114,null,LC,Hoopvine; White Hoop; Basket wiss; Basket withe; Black basket wyth; Hoop wiss; Hoop withe; Small wiss
Trigynaea duckei,(R.E.Fr.) R.E.Fr.,9181920,1407064,null,LC,
Triphasia trifolia,(Burm.f.) P.Wilson,3190406,1407361,null,,Limeberry; Sweet lime; Orange berry; Trifoliate limeberry; Moth Lemon; Myrtle Lemon; Sweet Lemon; Wild Lime; Demon de China; Limon-China; Limoncito; Triphasia; Trifoliate lime berry; Chinese lime
Triplaris americana,L.,4038608,1658699,null,LC,Ant-tree; Triplaris
Triplaris weigeltiana,(Rchb.) Kuntze,4037419,1403205,null,LC,Long jack; Long john; Mulato tree; Antwood
Trischidium alternum,(Benth.) H.E.Ireland,3975624,1726019,null,,
Triumfetta lappula,L.,3152066,1406216,null,LC,Burbark; Grandcousin; Wild Maho; Apetalous burr bush
Uleanthus erythrinoides,Harms,2964762,1587721,null,,
Unonopsis duckei,R.E.Fr.,3157767,1733221,null,LC,
Unonopsis guatterioides,(A.DC.) R.E.Fr.,3157798,1401644,null,LC,
Unonopsis rufescens,(Baill.) R.E.Fr.,3157785,1401664,null,LC,
Unonopsis stipitata,Diels,3157780,1401669,null,LC,
Urera caracasana,(Jacq.) Gaudich. ex Griseb.,2984335,1695667,null,LC,Flameberry; Nettle tree
Vantanea deniseae,W.A.Rodrigues,3649044,1733263,null,LC,
Vantanea guianensis,Aubl.,3649222,1401869,null,LC,
Vantanea macrocarpa,Ducke,3649207,1554823,null,LC,
Vantanea micrantha,Ducke,3649176,1554825,null,VU,
Vantanea paraensis,Ducke,3649073,1554830,null,LC,
Vantanea parviflora,Lam.,7320149,1401870,null,LC,
Varronia polycephala,Lam.,4059364,1410238,null,LC,Black-Sage
Vatairea guianensis,Aubl.,2965124,1402888,null,LC,
Vatairea macrocarpa,(Benth.) Ducke,2965132,1587787,null,LC,
Vatairea paraensis,Ducke,2965115,1405091,null,LC,
Vatairea sericea,(Ducke) Ducke,2965118,1587788,null,,
Vataireopsis iglesiasii,Ducke,2965593,1587790,null,,
Vataireopsis speciosa,Ducke,2965589,1407124,null,LC,
Vernonanthura patens,(Kunth) H.Rob.,3124739,1405474,null,LC,
Virola caducifolia,W.A.Rodrigues,3743600,1725274,null,LC,
Virola calophylla,(Spruce) Warb.,3152847,1602601,null,LC,Virola
Virola carinata,(Spruce ex Benth.) Warb.,7333680,1602603,null,LC,
Virola coelhoi,W.A.Rodrigues,3743540,1733237,null,LC,
Virola duckei,A.C.Sm.,3743458,1602608,null,LC,
Virola elongata,(Benth.) Warb.,7171876,1402501,null,LC,Sacred virola
Virola flexuosa,A.C.Sm.,3743391,1725281,null,LC,
Virola guggenheimii,W.A.Rodrigues,3743314,1602612,null,,
Virola marleneae,W.A.Rodrigues,8350702,1725280,null,LC,
Virola michelii,Heckel,8276084,1402502,null,LC,
Virola minutiflora,Ducke,3743096,1602618,null,,
Virola multicostata,Ducke,3743053,1402503,null,NT,
Virola obovata,Ducke,3742984,1602622,null,LC,
Virola pavonis,(A.DC.) A.C.Sm.,3744236,1602625,null,LC,
Virola polyneura,W.A.Rodrigues,3744201,1602627,null,,
Virola sebifera,Aubl.,3152846,1402504,null,LC,Red ucuuba; Virola-nut; Virola
Virola surinamensis,(Rol. ex Rottb.) Warb.,3152848,1419531,null,LC,Ucahuba-nut; White ucuba; Baboonwood; Babun-udu; Wild nutmeg
Virola urbaniana,Warb.,3744053,1602635,null,VU,
Virola venosa,(Benth.) Warb.,7333745,1402506,null,LC,
Vismia cauliflora,A.C.Sm.,3714517,1731815,null,LC,
Vismia cayennensis,(Jacq.) Pers.,3189576,1401211,null,LC,
Vismia ferruginea,Kunth,7679156,1723913,null,,
Vismia floribunda,Sprague,3714212,1555568,null,LC,
Vismia glabra,Ruiz & Pav.,7330288,1555569,null,,
Vismia gracilis,Hieron.,3714157,1407718,null,LC,
Vismia guianensis,(Aubl.) Pers.,7389733,1555570,null,LC,
Vismia lateriflora,Ducke,3713939,1555575,null,LC,
Vismia latifolia,(Aubl.) Choisy,7330259,1401215,null,LC,
Vismia macrophylla,Kunth,7798391,1401216,null,LC,
Vismia sandwithii,Ewan,3713560,1401220,null,LC,
Vismia sprucei,Sprague,3713497,1555595,null,LC,
Vitex brevilabiata,Ducke,3883161,1564761,null,DD,
Vitex calothyrsa,Sandwith,3887678,1564765,null,LC,
Vitex capitata,Vahl,7307514,1406420,null,LC,
Vitex cymosa,Bertero ex Spreng.,7309596,1423704,null,LC,Tarumá; Guayacán
Vitex duckei,Huber,7396738,1564781,null,LC,
Vitex orinocensis,Kunth,7309336,1403694,null,LC,
Vitex sellowiana,Cham.,7309234,1564876,null,LC,
Vitex sprucei,Briq.,7309214,1564879,null,LC,
Vitex triflora,Vahl,7309189,1403692,null,LC,
Vochysia biloba,Ducke,4030704,1698385,null,,
Vochysia complicata,Ducke,4030464,1698396,null,LC,
Vochysia densiflora,Spruce ex Warm.,4030828,1403718,null,VU,
Vochysia ferruginea,Mart.,7378543,1406232,null,LC,
Vochysia grandis,Mart.,4030425,1698412,null,,
Vochysia guianensis,Aubl.,4030836,1403719,null,LC,
Vochysia haenkeana,Mart.,7288369,1698415,null,LC,
Vochysia inundata,Ducke,7639653,1698419,null,LC,
Vochysia obidensis,(Huber) Ducke,4030620,1733270,null,,
Vochysia obscura,Warm.,7288335,1698443,null,LC,
Vochysia revoluta,Ducke,4030652,1698459,null,DD,
Vochysia surinamensis,Stafleu,7288353,1403722,null,LC,
Vochysia vismiifolia,Spruce ex Warm.,7288386,1400883,null,LC,
Vouacapoua pallidior,Ducke,2940385,1588069,null,LC,
Vouarana anomala,(Steyerm.) Acev.-Rodr.,3785412,1686573,null,LC,
Vouarana guianensis,Aubl.,3785403,1403477,null,LC,
Warszewiczia coccinea,(Vahl) Klotzsch,5340116,1372415,null,LC,Chaconia; Flag tree; Pride of Trinidad; Wild poinsettia
Warszewiczia schwackei,K.Schum.,5340126,1681717,null,LC,
Williamodendron spectabile,Kubitzki & H.G.Richt.,4181318,1725339,null,EN,
Ximenia americana,L.,2889811,1406171,null,LC,Tallowwood; Tallownut; False sandalwood; Yellow-plum; Hog plum; Tallow-wood plum; Sea lemon; Blue sourplum; Spanish Plum; Wild Plum; Yellow sanders; Buol; False santalwood; Monkey plum; Mountain plum; Seaside plum; Tallowwood plum; Wild lime; Wild olive
Xylopia amazonica,R.E.Fr.,3157257,1456232,null,LC,
Xylopia aromatica,(Lam.) Mart.,3157126,1401685,null,LC,Monkey Pepper
Xylopia benthamii,R.E.Fr.,3157191,1401694,null,LC,
Xylopia calophylla,R.E.Fr.,3157206,1456242,null,LC,
Xylopia crinita,R.E.Fr.,3157092,1404002,null,LC,
