scientific_name,author,gbif_id,plantnet_id,iucn_category,common_names
Ficus caballina,Standl.,5571084,1402443,LC,
Ficus citrifolia,Mill.,5361938,1402442,LC,Ficus; Fig Tree; Rubber Tree; Shortleaf Fig; Strangler Fig; Wild banyantree; Bearded fig tree; Wild banyan tree
Ficus clusiifolia,Schott,10720567,1601806,,
Ficus crocata,(Miq.) Mart. ex Miq.,5569828,1601830,LC,
Ficus donnell-smithii,Standl.,5572269,1405057,LC,
Ficus duckeana,C.C.Berg & J.E.L.Ribeiro,5572184,1601866,,
Ficus eximia,Schott,7262758,1405056,LC,
Ficus gomelleira,Kunth & C.D.Bouché,5571029,1601917,LC,
Ficus guaranitica,Chodat,5570839,1730029,,
Ficus hebetifolia,Dugand,5570670,1402437,LC,
Ficus insipida,Willd.,6358534,1402449,LC,
Ficus krukovii,Standl.,5572614,1402450,LC,
Ficus mathewsii,(Miq.) Miq.,5571405,1405055,LC,
Ficus maxima,Mill.,5571386,1402452,LC,
Ficus microcarpa,L.f.,7467639,1409180,LC,Chinese banyan; Indian Laurel; Ficus ginseng; Hill's weeping fig; Indian laurel fig; Malay banyan; Curtain fig; Laurel fig; Small-fruit fig; Glossy-leaf fig; Indian laurel tree; جینسینگ; Ficus; Bonsai Dollar; Bonsai ficus; انجیر پرده‌ ای; Fig; Green Island Ficus; Chinese Fig; Malayan Banyan
Ficus nymphaeifolia,Mill.,5570630,1402453,LC,Fig; Lily-pad-leaf Fig
Ficus obtusifolia,Kunth,5361910,1602082,LC,Amate; Strangler fig
Ficus pakkensis,Standl.,5570145,1402438,VU,
Ficus pallida,Vahl,7363269,1405898,LR/lc,
Ficus panurensis,Standl.,5569997,1405060,LC,
Ficus paraensis,(Miq.) Miq.,5569960,1402454,LC,
Ficus pertusa,L.f.,7944396,1402456,LC,
Ficus roraimensis,C.C.Berg,5571288,1404832,EN,
Ficus trigona,L.f.,7930239,1402461,LC,
Froesiodendron amazonicum,R.E.Fr.,3156841,1455272,LC,
Fusaea longifolia,(Aubl.) Saff.,3158137,1401486,LC,
Galipea trifoliata,Aubl.,8126158,1403439,LC,
Garcinia albuquerquei,(M.E.Berg) Bittrich,8236133,1737325,EN,
Garcinia brasiliensis,Mart.,7329866,1418450,LC,
Garcinia gardneriana,(Planch. & Triana) Zappi,3714568,1726225,LC,Achacha
Garcinia macrophylla,Mart.,7727026,1418454,LC,Bacuripari; Bacury-pary
Garcinia madruno,(Kunth) Hammel,3713863,1407085,LC,Charichuelo; Rheedia; Lemon Drop Mangosteen; Bumpy lemon
Garcinia mangostana,L.,3189571,1367388,DD,Mangosteen; Mangostan; King's-fruit; Purple Mangosteen; Bua Magi; Manggis; Ceylon camboge; Gamboge; Gamboge tree; Mongosteen; Purple Garcinia
Gaulettia amaraliae,(Prance) Sothers & Prance,8838587,1731286,,
Gaulettia canomensis,(Mart.) Sothers & Prance,8735243,1723572,LC,
Gaulettia elata,(Ducke) Sothers & Prance,9246577,1723571,LC,
Gaulettia parillo,(DC.) Sothers & Prance,8975055,1723570,LC,
Geissospermum argenteum,Woodson,3616489,1401966,LC,
Geissospermum laeve,(Vell.) Miers,8371626,1401972,LC,
Geissospermum reticulatum,A.H.Gentry,3616371,1400820,LC,
Geissospermum sericeum,Miers,8283057,1460674,LC,
Geissospermum urceolatum,A.H.Gentry,3616320,1460675,,
Genipa americana,L.,2895593,1403295,LC,Genip; Genipap; Marmalade-box; Jagua; Marmalade; Marmelade box; Juniper
Geonoma deversa,(Poit.) Kunth,2734119,1403333,LC,
Geonoma maxima,(Poit.) Kunth,2734176,1403349,LC,
Geonoma stricta,(Poit.) Kunth,2734102,1403377,LC,
Glicophyllum stylopterum,(A.Juss.) R.F.Almeida,11157770,1826559,,
Gliricidia sepium,(Jacq.) Kunth,8082978,1748498,LC,Quick-stick; Nicaraguan cocoashade; Nicaraguan cocoa shade tree; Mexican lilac
Glycydendron amazonicum,Ducke,3061260,1403762,LC,
Goniodiscus elaeospermus,Kuhlm.,5579801,1494300,NT,
Gossypium barbadense,L.,3152666,1363950,LC,American Pima cotton; Brazilian cotton; Egyptian cotton; Peruvian cotton; Long-staple cotton; Sea Island cotton; Gallini cotton; Kidney cotton; Pima cotton; American-Egyptian cotton; Upland cotton; Creole Cotton; Caribbean cotton; Peruvia Cotton; Cotton; Maui Cotton
Gossypium hirsutum,L.,3152661,1370585,VU,American cotton; Cotton; Bourbon cotton; American upland cotton; Upland cotton; Creole Cotton; Marie Galante cotton; Mexican Cotton; Short Staple Cotton; כותנה; કપાસ
Goupia glabra,Aubl.,3760960,1400990,LC,Goupie; Kabukalli
Guapira opposita,(Vell.) Reitz,7327320,1608229,LC,
Guapira sancarlosiana,Steyerm.,3700687,1608245,VU,
Guapira venosa,(Choisy) Lundell,3700547,1608253,LC,
Guarea carinata,Ducke,3849565,1402300,LC,
Guarea cinnamomea,Harms,3852792,1402301,LC,
Guarea convergens,T.D.Penn.,3852745,1600670,LC,
Guarea crispa,T.D.Penn.,3852651,1600673,EN,
Guarea guidonia,(L.) Sleumer,3190500,1402306,LC,Muskwood; Guaraguao; American muskwood
Guarea humaitensis,T.D.Penn.,3851892,1600681,LC,
Guarea kunthiana,A.Juss.,3851727,1402307,LC,
Guarea macrophylla,Vahl,7271393,1402308,LC,
Guarea pubescens,(Rich.) A.Juss.,7846271,1402309,LC,
Guarea scabra,A.Juss.,3850229,1405572,LC,
Guarea silvatica,C.DC.,3850192,1402310,LC,
Guarea trunciflora,C.DC.,3849752,1405884,VU,
Guarea velutina,A.Juss.,3849652,1600712,LC,
Guatteria blepharophylla,Mart.,3154197,1404878,LC,
Guatteria campinensis,(Morawetz & Maas) Erkens & Maas,3648508,1455432,DD,
Guatteria citriodora,Ducke,3155788,1406756,LC,
Guatteria cryandra,Erkens & Maas,3648449,1455451,LC,
Guatteria discolor,R.E.Fr.,3155805,1401504,LC,
Guatteria duckeana,R.E.Fr.,3155932,1455460,LC,
Guatteria dura,R.E.Fr.,3155793,1455463,LC,
Guatteria foliosa,Benth.,3155622,1404881,LC,
Guatteria friesiana,(W.A.Rodrigues) Erkens & Maas,3648330,1455479,LC,
Guatteria guianensis,(Aubl.) R.E.Fr.,3155818,1401507,LC,
Guatteria hirsuta,Ruiz & Pav.,3155823,1455491,LC,Laurel
Guatteria hispida,(R.E.Fr.) Erkens & Maas,3648262,1455492,EN,
Guatteria insculpta,R.E.Fr.,3155698,1455494,LC,
Guatteria inundata,Mart.,3155650,1455496,LC,
Guatteria liesneri,D.M.Johnson & N.A.Murray,3158188,1455514,LC,
Guatteria longicuspis,R.E.Fr.,3155660,1455515,LC,
Guatteria maguirei,R.E.Fr.,3155903,1455525,VU,
Guatteria maypurensis,Kunth,3155737,1404884,LC,
Guatteria megalophylla,Diels,3155955,1405524,LC,
Guatteria meliodora,R.E.Fr.,3155629,1455527,VU,
Guatteria procera,R.E.Fr.,3155615,1455569,VU,
Guatteria punctata,(Aubl.) R.A.Howard,3155772,1407077,LC,
Guatteria ramiflora,(D.R.Simpson) Erkens & Maas,3648893,1455574,LC,
Guatteria scandens,Ducke,3155858,1401547,LC,
Guatteria schomburgkiana,Mart.,3155905,1401539,LC,
Guatteria scytophylla,Diels,3155791,1455590,LC,
Guazuma ulmifolia,Lam.,3152195,1378186,LC,Bastard-cedar; West Indian-elm; Mutamba; Pigeon Wood; Gunstock
Gustavia augusta,L.,5383804,1401964,LC,Gustavia; Stinkwood; Heaven Lotus
Gustavia elliptica,S.A.Mori,5383803,1567770,LC,
Gustavia hexapetala,(Aubl.) Sm.,5383835,1401965,LC,
Gustavia longifolia,Poepp. ex O.Berg,5383753,1567783,,
Gustavia pulchra,Miers,5383827,1567792,LC,
Gymnanthemum amygdalinum,(Delile) Sch.Bip.,7966101,1736329,,Bitterleaf; Sierra Leone bitterleaf
Hancornia speciosa,Gomes,3169679,1420217,LC,Mangabeira
Handroanthus barbatus,(E.Mey.) Mattos,4092539,1476691,NT,Trumpet Trees
Handroanthus capitatus,(Bureau & K.Schum.) Mattos,4092487,1476695,VU,Arawnig; Trumpet Trees
Handroanthus impetiginosus,(Mart. ex DC.) Mattos,4092242,1423924,NT,Pink trumpet-tree; Taheebo; Pau d'arco
Handroanthus incanus,(A.H.Gentry) S.O.Grose,4092212,1476701,VU,
Handroanthus serratifolius,(Vahl) S.O.Grose,4092017,1400911,EN,Yellow Ipe; Yellow Lapacho; Yellow Poui; Apamata; Gold tree; Yellow boui
Hebepetalum humiriifolium,(Planch.) Benth. & Hook.f. ex B.D.Jacks.,4048925,1830324,,
Hebepetalum roraimense,Secco & Manni Silva,4048859,1589135,LC,
Heisteria acuminata,(Bonpl.) Engl.,7222047,1715273,LC,
Heisteria barbata,Cuatrec.,8255233,1405959,LC,
Heisteria densifrons,Engl.,8264629,1402610,LC,
Heisteria duckei,Sleumer,7933781,1406637,,
Heisteria laxiflora,Engl.,8008847,1608935,LC,
Heisteria ovata,Benth.,7739171,1406170,LC,
Heisteria scandens,Ducke,7369183,1402611,LC,
Heisteria spruceana,Engl.,7944805,1404102,LC,
Helicostylis elegans,(J.F.Macbr.) C.C.Berg,3764964,1602312,LC,
Helicostylis pedunculata,Benoist,3764879,1402462,,
Helicostylis scabra,(J.F.Macbr.) C.C.Berg,3764842,1602314,LC,
Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,3764831,1602315,LC,
Helicostylis turbinata,C.C.Berg,3764804,1602317,,
Helicteres pentandra,L.,7640523,1403607,LC,
Henriettea caudata,"(Gleason) Penneys, Michelang., Judd & Almeda",5938619,1735651,LC,
Henriettea horridula,Pilg.,3860903,1598087,LC,
Henriettea maroniensis,Sagot,3860807,1402175,LC,
Henriettea martiusii,(DC.) Naudin,5834763,1598098,LC,
Henriettea ramiflora,(Sw.) DC.,3860671,1402178,LC,Ramiflorous Henriettea
Henriquezia nitida,Spruce ex Benth.,2912473,1673978,LC,
Henriquezia verticillata,Spruce ex Benth.,2912469,1673979,,
Herrania mariae,(Mart.) Goudot,7322902,1726251,LC,
Herrania nycterodendron,R.E.Schult.,3668149,1726252,LC,
Heteropterys nervosa,A.Juss.,7285027,1402032,LC,
Heterostemon mimosoides,Desf.,2943916,1578580,LC,
Hevea benthamiana,Müll.Arg.,3071191,1546398,LC,Bentham's hevea
Hevea brasiliensis,(Willd. ex A.Juss.) Müll.Arg.,3071171,1390522,LC,Para Rubber Tree; Para rubber; Pará Rubber Tree; Rubber Plant; Rubber Tree; Sharinga Tree; Hevea; Natural rubber; Brazilian rubber tree; Rubber
Hevea camporum,Ducke,3071170,1546399,LC,
Hevea guianensis,Aubl.,3071199,1401700,LC,
Hevea microphylla,Ule,3071188,1546400,LC,
Hevea nitida,Mart. ex Müll.Arg.,3071251,1546401,LC,
Hevea pauciflora,(Spruce ex Benth.) Müll.Arg.,3071238,1405561,LC,
Hevea spruceana,(Benth.) Müll.Arg.,3071158,1546403,LC,
Hieronyma alchorneoides,Allemão,3079092,1406465,LC,
Himatanthus articulatus,(Vahl) Woodson,3621740,1401981,LC,
Himatanthus attenuatus,(Benth.) Woodson,7317399,1460943,LC,
Himatanthus phagedaenicus,(Mart.) Woodson,3621462,1400884,LC,
Himatanthus revolutus,(Huber) Spina & Kin.-Gouv.,8285094,1723585,LC,
Hirtella arenosa,Prance,2985153,1495114,,
Hirtella bicornis,Mart. & Zucc.,2985124,1401007,LC,
Hirtella burchellii,Britton,2985143,1495120,LC,
Hirtella conduplicata,Prance,2985132,1495123,CR,
Hirtella duckei,Huber,2985118,1495130,LC,
Hirtella eriandra,Benth.,2985174,1495133,,
Hirtella fasciculata,Prance,2985117,1495135,LC,
Hirtella glabrata,Pilg.,2985191,1495137,LC,
Hirtella gracilipes,(Hook.f.) Prance,2985186,1495141,,
Hirtella hispidula,Miq.,2985091,1401012,LC,
Hirtella mucronata,Prance,2985221,1495161,LC,
Hirtella myrmecophila,Pilg.,2985231,1495163,LC,
Hirtella obidensis,Ducke,2985126,1401020,,
Hirtella physophora,Mart. & Zucc.,2985192,1401022,LC,
Hirtella piresii,Prance,2985214,1495172,,
Hirtella racemosa,Lam.,2985122,1401026,LC,
Hirtella rodriguesii,Prance,2985139,1495177,,
Hirtella suffulta,Prance,2985181,1401030,,
Hirtella ulei,Pilg.,2985205,1495192,LC,
Homalium guianense,(Aubl.) Oken,7792038,1401762,LC,
Homalium racemosum,Jacq.,5331157,1404797,LC,White Cogwood
Homalolepis cedron,(Planch.) Devecchi & Pirani,9250677,1728514,LC,
Hortia coccinea,Spruce ex Engl.,5594699,1682775,,
Hortia longifolia,Benth. ex Engl.,5594675,1682776,LC,
Hortia superba,Ducke,5594639,1400423,VU,
Huberodendron swietenioides,(Gleason) Ducke,4073137,1404849,LC,
Humiria balsamifera,Aubl.,7320136,1401862,LC,Tauroniro; Tabaniro; Umiri; Bastard bulletwood
Humiriastrum cuspidatum,(Benth.) Cuatrec.,7320171,1554792,LC,
Humiriastrum piraparanense,Cuatrec.,3649146,1554800,LC,
Hura crepitans,L.,5380015,1376239,LC,Sandbox tree; Sand box; Monkey dinnerbell; Sand-box tree; Dynamite Tree; Monkey Dinner Bell; Monkey No-climb; Monkey Pistol; Monkey's Pistol; Monkey’s dinner bell; Poison tree; Possum Tree; Possum Wood; Sand - Box Tree
Hydrochorea corymbosa,(Rich.) Barneby & J.W.Grimes,2977475,1404907,LC,Swamp manariballi
Hymenaea courbaril,L.,2950750,1368680,LC,Brazilian copal; South American-locust; Amami-gum; West Indian-locust; Locust; Stinkingtoe; Locust tee; Stinking toe tree; Courbaril; Courbril locust; Courbaril plum; West Indian locust tree; Anami gum; Locust tree; Stinking Tree; Courbaril locust tree; Jatoba
Hymenaea intermedia,Ducke,2950734,1578731,LC,South American Copal
Hymenaea jeaniana,"R.B.Pinto, Mansano & A.M.G.Azevedo",10773844,1841475,,
Hymenaea oblongifolia,Huber,2950738,1405324,LC,
Hymenaea parvifolia,Huber,2950771,1578734,LC,
Hymenaea reticulata,Ducke,2950770,1578735,,
Hymenolobium excelsum,Ducke,2951907,1578744,,Para Angelim; Pará angelim
Hymenolobium grazielanum,H.C.Lima,2951892,1734707,LC,
Hymenolobium heterocarpum,Ducke,2951895,1400850,,
Hymenolobium modestum,Ducke,2951903,1578749,,
Hymenolobium nitidum,Benth.,2951904,1405714,,
Hymenolobium petraeum,Ducke,2951896,1405151,LC,
Hymenolobium pulcherrimum,Ducke,3913130,1402840,,
Hymenolobium sericeum,Ducke,2951897,1578750,,
Hymenopus adolphoduckei,(Prance) Sothers & Prance,10837634,1841377,EN,
Hymenopus caudatus,(Prance) Sothers & Prance,9988535,1830249,LC,
Hymenopus heteromorphus,(Benth.) Sothers & Prance,10451142,1830055,LC,
Hymenopus hirsutus,(Prance) Sothers & Prance,10206281,1830250,LC,
Hymenopus laevigatus,(Prance) Sothers & Prance,10081467,1830252,LC,
Hymenopus macrophyllus,(Benth.) Sothers & Prance,10325594,1830255,LC,
Hymenopus oblongifolius,(Standl.) Sothers & Prance,10687606,1830977,,
Hymenopus occultans,(Prance) Sothers & Prance,10357387,1830256,LC,
Hymenopus reticulatus,(Prance) Sothers & Prance,9931046,1830257,LC,
Hymenopus sothersiae,(Prance) Sothers & Prance,10853333,1841379,,
Hyospathe elegans,Mart.,2736706,1403418,LC,Ochapiaca palm; Ochapiaca (చ్చపియకా)
Ilex divaricata,Mart. ex Reissek,5534605,1463659,LC,
Ilex inundata,Poepp. ex Reissek,5534043,1405340,LC,
Ilex petiolaris,Benth.,5534616,1463841,LC,
Inga acreana,Harms,5357584,1402364,LC,
Inga alba,(Sw.) Willd.,5358137,1402367,LC,
Inga bicoloriflora,Ducke,5357705,1579321,LC,
Inga bourgoni,(Aubl.) DC.,5580442,1402369,,
Inga brachyrhachis,Harms,5357846,1579331,LC,
Inga bullatorugosa,Ducke,5357834,1579341,EN,
Inga capitata,Desv.,5358094,1402372,LC,
Inga cayennensis,Sagot ex Benth.,5357789,1402373,LC,
Inga chrysantha,Ducke,5357518,1579362,,
Inga cinnamomea,Spruce ex Benth.,5358132,1402374,LC,
Inga disticha,Benth.,5357794,1402375,LC,
Inga edulis,Mart.,5357677,1368191,LC,Ice-cream-bean; Guaba; Pois Doux; Icecreambean; Ice Cream Bean; Food inga; St John's bread; Cocol
Inga glomeriflora,Ducke,5357873,1579410,LC,
Inga graciliflora,Benth.,5357745,1402378,,
Inga gracilifolia,Ducke,5357605,1405892,LC,Gracefulleaf Inga
Inga heterophylla,Willd.,5357852,1402379,LC,
Inga inflata,Ducke,5358080,1579430,,
Inga laevigata,M.Martens & Galeotti,5629065,1726302,,
Inga lateriflora,Miq.,5358057,1402382,LC,
Inga laurina,(Sw.) Willd.,5358039,1404572,LC,Guamá; Sacky sac bean; Red Wood; Sackysac; Spanish oak; Sweet pea
Inga longiflora,Spruce ex Benth.,5357949,1402384,,
Inga macrophylla,Humb. & Bonpl. ex Willd.,5357784,1400828,LC,
Inga marginata,Willd.,7546887,1402385,LC,
Inga micradenia,Spruce ex Benth.,5358077,1734724,,
Inga multinervis,T.D.Penn.,5358136,1579488,LC,
Inga nobilis,Willd.,5357519,1402388,LC,Guama venezolano
Inga obidensis,Ducke,5357894,1579494,LC,
Inga obtusata,Spruce ex Benth.,5357651,1726307,LC,
Inga panurensis,Spruce ex Benth.,5357844,1403757,LC,
Inga paraensis,Ducke,5357798,1402390,LC,
Inga pezizifera,Benth.,5357576,1402391,LC,
Inga pilosula,(Rich.) J.F.Macbr.,5358111,1402392,LC,
Inga poeppigiana,Benth.,5357812,1405211,LC,
Inga punctata,Willd.,5357665,1404135,LC,
Inga rhynchocalyx,Sandwith,5357606,1405893,LC,
Inga rubiginosa,(Rich.) DC.,5357814,1402394,LC,
Inga ruiziana,G.Don,5357975,1579537,LC,
Inga sertulifera,DC.,5357619,1402395,LC,
Inga splendens,Willd.,5358104,1402396,LC,
Inga stenoptera,Benth.,5357558,1579566,LC,
Inga stipularis,DC.,5358011,1402397,LC,
Inga suberosa,T.D.Penn.,5357755,1579570,EN,
Inga tenuistipula,Ducke,5357513,1404155,LC,
Inga thibaudiana,DC.,5357991,1402398,LC,
Inga ulei,Harms,5357646,1579590,LC,
Inga umbellifera,(Vahl) Steud. ex DC.,5358027,1726311,LC,
Inga umbratica,Poepp.,5358034,1726312,LC,
Inga velutina,Willd.,5357985,1579601,LC,
Inga vera,Willd.,5357680,1405366,LC,River koko; Guaba; Guama
Ipomoea carnea,Jacq.,2928590,1356270,,Morning-glory; Bush Morning Glory; Gloria-de-la-Manana; Gloria de la manana; Shrub ipomoea; Morning glory-bush; కట్ల; Algodão-bravo; Mahanandi; نیلوفر درختی; Besarm
Iriartella setigera,(Mart.) H.Wendl.,2739108,1404519,LC,
Iriartella stenocarpa,Burret,2739105,1469726,LC,
Iryanthera coriacea,Ducke,3744083,1602556,LC,
Iryanthera crassifolia,A.C.Sm.,3744069,1726315,LC,
Iryanthera dialyandra,Ducke,3744048,1602558,VU,
Iryanthera elliptica,Ducke,3744033,1602559,LC,
Iryanthera grandis,Ducke,3743999,1402498,,
Iryanthera hostmannii,(Benth.) Warb.,3743981,1402494,LC,
Iryanthera inpae,W.A.Rodrigues,3743968,1734733,,
Iryanthera juruensis,Warb.,3743957,1402497,LC,
Iryanthera laevis,Markgr.,3743937,1602561,LC,
Iryanthera lancifolia,Ducke,3743924,1405899,LC,
Iryanthera obovata,Ducke,3743838,1602564,LC,
Iryanthera paradoxa,(Schwacke) Warb.,3743817,1602566,LC,
Iryanthera paraensis,Huber,3743809,1402495,LC,
Iryanthera polyneura,Ducke,3743800,1602567,LC,
Iryanthera sagotiana,(Benth.) Warb.,3743777,1402496,,
Isertia hypoleuca,Benth.,2903528,1403310,LC,
Isertia rosea,Spruce ex K.Schum.,2903522,1404415,LC,
Ixora brevifolia,Benth.,2905802,1674424,LC,
Ixora finlaysoniana,Wall. ex G.Don,2905676,1406094,LC,Fragrant ixora; Siamese white ixora; White jungle flame; తెల్ల నూరువరహాలు
Ixora intensa,K.Krause,2905944,1406255,,
Ixora killipii,Standl.,2905346,1674575,LC,
Ixora panurensis,Müll.Arg.,2906015,1407350,LC,
Ixora rufa,Müll.Arg.,2905766,1674741,,
Ixora schomburgkiana,Benth.,2905341,1405406,,
Jablonskia congesta,(Benth. ex Müll.Arg.) G.L.Webster,3081437,1404682,LC,
Jacaranda copaia,(Aubl.) D.Don,7298763,1406468,LC,
Jacaranda obtusifolia,Bonpl.,7298634,1403815,LC,Jacaranda
Jacqueshuberia purpurea,Ducke,2943348,1579680,LC,
Jatropha curcas,L.,3072953,1375622,LC,Physicnut; Purgenut; Purgingnut; Barbados-nut; Bubblebush; Jatropha; Jarak; Klèkè; Grave Physic Nut; Physic nut tree
Joannesia heveoides,Ducke,3075092,1546564,LC,
Jupunba adenophora,"(Ducke) M.V.B.Soares, M.P.Morim & Iganci",11667647,1826135,LC,
Jupunba barbouriana,"(Standl.) M.V.B.Soares, M.P.Morim & Iganci",11659250,1826136,LC,
Jupunba campestris,"(Spruce ex Benth.) M.V.B.Soares, M.P.Morim & Iganci",11528741,1841489,LC,
Jupunba curvicarpa,"(H.S.Irwin) M.V.B.Soares, M.P.Morim & Iganci",11698476,1830398,LC,
Jupunba floribunda,"(Spruce ex Benth.) M.V.B.Soares, M.P.Morim & Iganci",11516048,1830705,LC,
Jupunba laeta,"(Benth.) M.V.B.Soares, M.P.Morim & Iganci",11798059,1830396,LC,
Jupunba microcalyx,"(Spruce ex Benth.) M.V.B.Soares, M.P.Morim & Iganci",11452662,1831770,LC,
Jupunba piresii,"(Barneby & J.W.Grimes) M.V.B.Soares, M.P.Morim & Iganci",11619253,1839883,LC,
Kutchubaea insignis,Fisch. ex DC.,2893778,1403323,LC,
Kutchubaea oocarpa,(Standl.) C.H.Perss.,3845414,1674919,,
Kutchubaea semisericea,Ducke,2893791,1674921,,
Kutchubaea sericantha,Standl.,2893782,1674922,,
Kutchubaea surinamensis,(Bremek.) C.H.Perss.,3845412,1674923,,
Lacistema aggregatum,(P.J.Bergius) Rusby,3075397,1558385,LC,
Lacistema grandifolium,Schnizl.,3075382,1401767,LC,
Lacistema polystachyum,Schnizl.,3075424,1558391,LC,
Lacistema pubescens,Mart.,3075392,1405167,LC,
Lacmellea aculeata,(Ducke) Monach.,7316990,1402010,LC,
Lacmellea arborescens,(Müll.Arg.) Markgr.,7316973,1461121,LC,
Lacmellea edulis,H.Karst.,3618040,1461126,LC,
Lacmellea gracilis,(Müll.Arg.) Markgr.,3617998,1461128,LC,
Lacmellea microcarpa,(Müll.Arg.) Markgr.,3617862,1461132,LC,
Lacmellea ramosissima,(Müll.Arg.) Markgr.,7316933,1461138,LC,
Lacunaria crenata,(Tul.) A.C.Sm.,7919991,1403219,LC,
Lacunaria jenmanii,(Oliv.) Ducke,7939053,1403220,LC,
Lacunaria macrostachya,(Tul.) A.C.Sm.,7818435,1608526,LC,
Ladenbergia amazonensis,Ducke,2908718,1674926,LC,
Lecointea amazonica,Ducke,2965104,1579920,LC,
Lecythis barnebyi,S.A.Mori,3082422,1567801,VU,
Lecythis chartacea,O.Berg,3082469,1405253,LC,
Lecythis confertiflora,(A.C.Sm.) S.A.Mori,3082437,1405261,,
Lecythis gracieana,S.A.Mori,3082349,1567803,LC,
Lecythis holcogyne,(Sandwith) S.A.Mori,3082359,1401968,,
Lecythis lurida,(Miers) S.A.Mori,3082401,1567805,LC,
Lecythis parvifructa,S.A.Mori,3082460,1567808,LC,
Lecythis pisonis,Cambess.,3082440,1406634,,Paradise-nut; Monkeypot; Cream nut
Lecythis poiteaui,O.Berg,3082412,1401971,LC,
Lecythis prancei,S.A.Mori,3082439,1567809,EN,
Lecythis retusa,Spruce ex O.Berg,3082423,1567810,LC,
Lecythis zabucajo,Aubl.,3082500,1401973,LC,Paradise-nut; Sapucaia-nut; Monkeynut; Monkey pot
Leonia crassa,L.B.Sm. & A.Fernández,5664263,1697037,LC,
Leonia cymosa,Mart.,5664258,1697038,LC,
Leonia glycycarpa,Ruiz & Pav.,7296446,1403699,LC,
Leopoldinia piassaba,Wallace,2732586,1469769,NT,Piassaba; Piassava; Para piassava
Leopoldinia pulchra,Mart.,2732588,1404016,LC,
Lepidocaryum tenue,Mart.,2732630,1469770,LC,
Leptobalanus joseramosii,(Prance) Sothers & Prance,10851776,1841380,,
Leptobalanus latus,(J.F.Macbr.) Sothers & Prance,10383454,1830259,,
Leptobalanus longistylus,(Hook.f.) Sothers & Prance,10299697,1826724,,
Leptolobium nitens,Vogel,5358428,1724785,LC,
Leretia cordata,Vell.,3597442,1401878,LC,
Leucaena leucocephala,(Lam.) de Wit,2970418,1363651,,Ipil-ipil; Subabul; Mimosa; Coffeebush; Horse-tamarind; Leadtree; Jumbie-bean; Leucaena; Vi-vi; Sneakytree; White popinac; Horse; Wild tamarind; Tan Tan; Tantan Tree; White leadtree; Acacia; Cowbush; Jimbay; Jump-and-go; Wild mimosa; Horse/wild tamarind; Cassie; Cassie Blanc; Graines de Lin; Lino; Lino Criollo; Macata; Granadillo bobo; Lamtoro
Libidibia ferrea,(Mart. ex Tul.) L.P.Queiroz,5832783,1719969,LC,Brazilian ironwood; Leopard tree; Jucá; Morado
Licania apiculata,Prance,2985457,1495204,,
Licania blackii,Prance,2985542,1495214,,
Licania bracteata,Prance,2985343,1495216,,
Licania canescens,Benoist,2985371,1401066,LC,
Licania cidii,Prance,2985504,1495228,LC,
Licania coriacea,Benth.,2985534,1404483,LC,
Licania davillifolia,Benoist,2985408,1401081,,
Licania discolor,Pilg.,2985477,1404485,LC,
Licania elliptica,Standl.,2985396,1401088,,
Licania gracilipes,Taub.,2985420,1495261,LC,
Licania hypoleuca,Benth.,2985272,1401102,LC,
Licania impressa,Prance,2985508,1495273,LC,
Licania irwinii,Prance,2985359,1404487,LC,
Licania kunthiana,Hook.f.,2985361,1401106,LC,
Licania laxiflora,Fritsch,2985435,1401110,LC,
Licania majuscula,Sagot,2985573,1401115,LC,
Licania marleneae,Prance,2985352,1495293,,
Licania membranacea,Sagot ex Laness.,7543239,1401116,LC,
Licania micrantha,Miq.,2985424,1401117,LC,
Licania mollis,Benth.,2985256,1495300,LC,
Licania niloi,Prance,2985545,1495305,,
Licania paraensis,Prance,2985314,1495316,,
Licania parviflora,Benth.,2985323,1401120,LC,
Licania parvifructa,Fanshawe & Maguire,2985372,1404493,LC,
Licania rodriguesii,Prance,2985516,1400808,,
Licania rufescens,Klotzsch ex Fritsch,8268017,1495328,LC,
Licania sandwithii,Prance,2985447,1495331,NT,
Licania savannarum,Prance,2985570,1495333,LC,
Licania silvae,Prance,2985580,1406012,LC,
Licania stewardii,Prance,2985560,1495342,LC,
Licaria armeniaca,(Nees) Kosterm.,4183187,1403909,LC,
Licaria aureosericea,van der Werff,4183156,1566330,EN,
Licaria brasiliensis,(Nees) Kosterm.,4183109,1566332,LC,
Licaria chrysophylla,(Meisn.) Kosterm.,4182812,1404919,LC,
Licaria guianensis,Aubl.,4182465,1401923,LC,
Licaria hirsuta,van der Werff,4182437,1566353,,
Licaria macrophylla,(A.C.Sm.) Kosterm.,4182303,1566357,LC,
Licaria martiniana,(Mez) Kosterm.,4182229,1405009,LC,
Licaria oppositifolia,(Nees) Kosterm.,4182007,1566362,VU,
Licaria pachycarpa,(Meisn.) Kosterm.,4180401,1401924,LC,
Licaria polyphylla,(Nees) Kosterm.,4181846,1401925,LC,
Licaria subbullata,Kosterm.,4181516,1401926,LC,
Licaria vernicosa,(Mez) Kosterm.,4181954,1401927,LC,
Limadendron amazonicum,(Ducke) Meireles & A.M.G.Azevedo,7864243,1726737,LC,
Limadendron hostmannii,(Benth.) Meireles & A.M.G.Azevedo,8146564,1726736,LC,
